[21094, 'chrM', '0', '620', 'Pol2_peaks.bed']
[4151, 'chr10', '118933800', '118935799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3236, 'chr11', '118937800', '118940999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4197, 'chr11', '118938467', '118938659', 'Pol2_peaks.bed']
[16897, 'chr2', '118942400', '118944599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11912, 'chr2', '118943458', '118943551', 'Pol2_peaks.bed']
[11913, 'chr2', '118943867', '118944003', 'Pol2_peaks.bed']
[11914, 'chr2', '118944104', '118944267', 'Pol2_peaks.bed']
[14733, 'chr4', '118954000', '118955599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3237, 'chr11', '118955000', '118957599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4198, 'chr11', '118955441', '118955829', 'Pol2_peaks.bed']
[15666, 'chr3', '118957200', '118960599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21543, 'chrX', '118957243', '118957362', 'Pol2_peaks.bed']
[14525, 'chr3', '118959631', '118959783', 'Pol2_peaks.bed']
[3238, 'chr11', '118962800', '118967599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4199, 'chr11', '118966025', '118966280', 'Pol2_peaks.bed']
[3239, 'chr11', '118970600', '118974199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12860, 'chr6', '118971000', '118973799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20100, 'chr8', '118971364', '118971507', 'Pol2_peaks.bed']
[18092, 'chr6', '118972649', '118972764', 'Pol2_peaks.bed']
[4200, 'chr11', '118972870', '118972969', 'Pol2_peaks.bed']
[18093, 'chr6', '118972926', '118973133', 'Pol2_peaks.bed']
[4152, 'chr10', '118975800', '118977399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3240, 'chr11', '118976400', '118979799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16898, 'chr2', '118980400', '118984399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11915, 'chr2', '118981948', '118982085', 'Pol2_peaks.bed']
[561, 'chrX', '118985400', '118987999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21544, 'chrX', '118986791', '118987015', 'Pol2_peaks.bed']
[3241, 'chr11', '118991000', '118994199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4201, 'chr11', '118991895', '118992019', 'Pol2_peaks.bed']
[4202, 'chr11', '118992277', '118992437', 'Pol2_peaks.bed']
[4153, 'chr10', '118999000', '119002399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[562, 'chrX', '119003200', '119007399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21545, 'chrX', '119005773', '119006056', 'Pol2_peaks.bed']
[15667, 'chr3', '119012400', '119015199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4203, 'chr11', '119015745', '119015876', 'Pol2_peaks.bed']
[3242, 'chr11', '119018200', '119021599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[563, 'chrX', '119021800', '119023199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12861, 'chr6', '119029600', '119031599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3243, 'chr11', '119039200', '119041599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4204, 'chr11', '119039410', '119039537', 'Pol2_peaks.bed']
[4205, 'chr11', '119039869', '119040333', 'Pol2_peaks.bed']
[15668, 'chr3', '119040800', '119042999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14526, 'chr3', '119041766', '119042071', 'Pol2_peaks.bed']
[14527, 'chr3', '119042383', '119042513', 'Pol2_peaks.bed']
[20243, 'chr9', '119047800', '119049399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16899, 'chr2', '119066600', '119069199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11916, 'chr2', '119067551', '119067745', 'Pol2_peaks.bed']
[15669, 'chr3', '119067600', '119069199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11917, 'chr2', '119067788', '119068181', 'Pol2_peaks.bed']
[14528, 'chr3', '119068297', '119068525', 'Pol2_peaks.bed']
[14529, 'chr3', '119069053', '119069177', 'Pol2_peaks.bed']
[564, 'chrX', '119075800', '119078199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3244, 'chr11', '119075800', '119080999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16900, 'chr2', '119076000', '119078399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11918, 'chr2', '119076863', '119077032', 'Pol2_peaks.bed']
[4206, 'chr11', '119077052', '119077168', 'Pol2_peaks.bed']
[11919, 'chr2', '119077114', '119077306', 'Pol2_peaks.bed']
[21546, 'chrX', '119077310', '119077698', 'Pol2_peaks.bed']
[21194, 'chr8', '119083600', '119087799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20101, 'chr8', '119086590', '119086683', 'Pol2_peaks.bed']
[21195, 'chr8', '119090800', '119092199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4154, 'chr10', '119105800', '119106999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21196, 'chr8', '119119600', '119125399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[565, 'chrX', '119123600', '119125799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20102, 'chr8', '119123998', '119124135', 'Pol2_peaks.bed']
[20103, 'chr8', '119124176', '119124327', 'Pol2_peaks.bed']
[4155, 'chr10', '119130400', '119136399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[566, 'chrX', '119133200', '119136199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3069, 'chr10', '119134783', '119134906', 'Pol2_peaks.bed']
[567, 'chrX', '119148000', '119150599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21547, 'chrX', '119170865', '119170986', 'Pol2_peaks.bed']
[15670, 'chr3', '119180800', '119183199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14530, 'chr3', '119182328', '119182812', 'Pol2_peaks.bed']
[3245, 'chr11', '119185400', '119193399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14734, 'chr4', '119186400', '119187199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15671, 'chr3', '119186800', '119188999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14531, 'chr3', '119187534', '119187741', 'Pol2_peaks.bed']
[4207, 'chr11', '119187742', '119187876', 'Pol2_peaks.bed']
[14532, 'chr3', '119187798', '119187959', 'Pol2_peaks.bed']
[14735, 'chr4', '119198600', '119202799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15637, 'chr4', '119199593', '119199730', 'Pol2_peaks.bed']
[15638, 'chr4', '119199843', '119200161', 'Pol2_peaks.bed']
[3246, 'chr11', '119204600', '119212799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4208, 'chr11', '119205183', '119205297', 'Pol2_peaks.bed']
[2088, 'chr12', '119211600', '119212999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5331, 'chr12', '119212095', '119212376', 'Pol2_peaks.bed']
[12862, 'chr6', '119213800', '119219199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18094, 'chr6', '119214713', '119214862', 'Pol2_peaks.bed']
[18095, 'chr6', '119215201', '119215437', 'Pol2_peaks.bed']
[15672, 'chr3', '119216200', '119220799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14533, 'chr3', '119217155', '119217708', 'Pol2_peaks.bed']
[3247, 'chr11', '119226400', '119228599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20244, 'chr9', '119233000', '119234399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20820, 'chr9', '119233590', '119233741', 'Pol2_peaks.bed']
[3248, 'chr11', '119234000', '119236199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3249, 'chr11', '119247200', '119250399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3250, 'chr11', '119251200', '119253399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12863, 'chr6', '119254800', '119256999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18096, 'chr6', '119255729', '119256026', 'Pol2_peaks.bed']
[18097, 'chr6', '119256068', '119256294', 'Pol2_peaks.bed']
[18098, 'chr6', '119256404', '119256517', 'Pol2_peaks.bed']
[14736, 'chr4', '119272800', '119274999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[568, 'chrX', '119278000', '119278799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4209, 'chr11', '119287793', '119287975', 'Pol2_peaks.bed']
[3251, 'chr11', '119290600', '119294799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4156, 'chr10', '119291600', '119294399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4210, 'chr11', '119293780', '119293901', 'Pol2_peaks.bed']
[4157, 'chr10', '119296000', '119298199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15673, 'chr3', '119298000', '119299599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14534, 'chr3', '119298585', '119298895', 'Pol2_peaks.bed']
[4158, 'chr10', '119298800', '119308599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14535, 'chr3', '119299014', '119299194', 'Pol2_peaks.bed']
[4159, 'chr10', '119312400', '119314399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2089, 'chr12', '119312800', '119313399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5332, 'chr12', '119312855', '119312980', 'Pol2_peaks.bed']
[569, 'chrX', '119376800', '119379399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21548, 'chrX', '119378600', '119378801', 'Pol2_peaks.bed']
[21549, 'chrX', '119378914', '119379134', 'Pol2_peaks.bed']
[570, 'chrX', '119384200', '119386599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21550, 'chrX', '119384624', '119384782', 'Pol2_peaks.bed']
[21551, 'chrX', '119384868', '119384984', 'Pol2_peaks.bed']
[15674, 'chr3', '119394400', '119396999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14536, 'chr3', '119395965', '119396084', 'Pol2_peaks.bed']
[14537, 'chr3', '119396476', '119396569', 'Pol2_peaks.bed']
[12864, 'chr6', '119397400', '119401199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2090, 'chr12', '119417400', '119420999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5333, 'chr12', '119419320', '119419413', 'Pol2_peaks.bed']
[15675, 'chr3', '119421200', '119423399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14538, 'chr3', '119421896', '119422032', 'Pol2_peaks.bed']
[571, 'chrX', '119442000', '119445599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20245, 'chr9', '119448600', '119451999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20821, 'chr9', '119449398', '119449560', 'Pol2_peaks.bed']
[20822, 'chr9', '119449618', '119449770', 'Pol2_peaks.bed']
[3252, 'chr11', '119454200', '119456799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4211, 'chr11', '119454872', '119455053', 'Pol2_peaks.bed']
[4160, 'chr10', '119493600', '119495799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14737, 'chr4', '119506600', '119507599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14738, 'chr4', '119512400', '119513599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18818, 'chr1', '119521400', '119523199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18819, 'chr1', '119525800', '119532799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15676, 'chr3', '119528200', '119529399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16901, 'chr2', '119531600', '119533199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18820, 'chr1', '119533800', '119536999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14539, 'chr3', '119539951', '119540060', 'Pol2_peaks.bed']
[18821, 'chr1', '119541600', '119545199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18822, 'chr1', '119548400', '119551999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12865, 'chr6', '119558400', '119558799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18099, 'chr6', '119558523', '119558679', 'Pol2_peaks.bed']
[16902, 'chr2', '119564000', '119566599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16903, 'chr2', '119589600', '119594799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2091, 'chr12', '119590400', '119592999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5334, 'chr12', '119591540', '119591974', 'Pol2_peaks.bed']
[5335, 'chr12', '119592226', '119592435', 'Pol2_peaks.bed']
[3253, 'chr11', '119595400', '119601399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16904, 'chr2', '119598600', '119603799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4212, 'chr11', '119599853', '119599980', 'Pol2_peaks.bed']
[572, 'chrX', '119601600', '119603399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21552, 'chrX', '119603037', '119603209', 'Pol2_peaks.bed']
[14739, 'chr4', '119604400', '119604999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16905, 'chr2', '119604400', '119608599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14740, 'chr4', '119605800', '119608599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15639, 'chr4', '119606487', '119606845', 'Pol2_peaks.bed']
[16906, 'chr2', '119609200', '119618599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3254, 'chr11', '119611800', '119614399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2092, 'chr12', '119615800', '119619599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5336, 'chr12', '119616717', '119616829', 'Pol2_peaks.bed']
[573, 'chrX', '119619200', '119620399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21553, 'chrX', '119619744', '119620106', 'Pol2_peaks.bed']
[21197, 'chr8', '119633000', '119634999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2093, 'chr12', '119667600', '119668199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12866, 'chr6', '119667800', '119672399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5337, 'chr12', '119667839', '119668025', 'Pol2_peaks.bed']
[18823, 'chr1', '119682000', '119685399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1219, 'chr1', '119682975', '119683558', 'Pol2_peaks.bed']
[20823, 'chr9', '119691273', '119691491', 'Pol2_peaks.bed']
[574, 'chrX', '119692200', '119696599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21554, 'chrX', '119694621', '119694795', 'Pol2_peaks.bed']
[21555, 'chrX', '119695075', '119695268', 'Pol2_peaks.bed']
[575, 'chrX', '119737000', '119739399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21556, 'chrX', '119737599', '119737738', 'Pol2_peaks.bed']
[21557, 'chrX', '119737784', '119737878', 'Pol2_peaks.bed']
[14741, 'chr4', '119754600', '119758399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20104, 'chr8', '119756001', '119756149', 'Pol2_peaks.bed']
[576, 'chrX', '119762600', '119764799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21558, 'chrX', '119763783', '119763904', 'Pol2_peaks.bed']
[21559, 'chrX', '119764123', '119764216', 'Pol2_peaks.bed']
[16907, 'chr2', '119768200', '119769999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14742, 'chr4', '119770800', '119773599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13637, 'chr5', '119799400', '119801999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4161, 'chr10', '119804200', '119807399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3070, 'chr10', '119806051', '119806293', 'Pol2_peaks.bed']
[3071, 'chr10', '119806354', '119806589', 'Pol2_peaks.bed']
[14743, 'chr4', '119808800', '119810599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15677, 'chr3', '119809000', '119817799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15640, 'chr4', '119809859', '119809952', 'Pol2_peaks.bed']
[14540, 'chr3', '119813883', '119814231', 'Pol2_peaks.bed']
[14541, 'chr3', '119814292', '119814671', 'Pol2_peaks.bed']
[20246, 'chr9', '119834200', '119835599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20824, 'chr9', '119834253', '119834381', 'Pol2_peaks.bed']
[5338, 'chr12', '119861094', '119861429', 'Pol2_peaks.bed']
[18824, 'chr1', '119869200', '119871199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2094, 'chr12', '119882200', '119882799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11583, 'chr7', '119912000', '119915799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16908, 'chr2', '119912600', '119916999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19179, 'chr7', '119913770', '119913927', 'Pol2_peaks.bed']
[4213, 'chr11', '119928984', '119929105', 'Pol2_peaks.bed']
[21198, 'chr8', '119962600', '119965599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20105, 'chr8', '119963859', '119964120', 'Pol2_peaks.bed']
[16909, 'chr2', '119980600', '119982199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14744, 'chr4', '119988800', '119989999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15678, 'chr3', '120002200', '120004999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14542, 'chr3', '120004154', '120004247', 'Pol2_peaks.bed']
[11920, 'chr2', '120022870', '120022984', 'Pol2_peaks.bed']
[2095, 'chr12', '120031000', '120033999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4162, 'chr10', '120031000', '120032799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13638, 'chr5', '120032200', '120034199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16500, 'chr5', '120032975', '120033186', 'Pol2_peaks.bed']
[13639, 'chr5', '120037200', '120040799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16501, 'chr5', '120039032', '120039146', 'Pol2_peaks.bed']
[3255, 'chr11', '120039400', '120040599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15679, 'chr3', '120066600', '120069399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14543, 'chr3', '120067873', '120068042', 'Pol2_peaks.bed']
[14544, 'chr3', '120068334', '120068427', 'Pol2_peaks.bed']
[3256, 'chr11', '120080600', '120084399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4163, 'chr10', '120100000', '120102599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3072, 'chr10', '120101718', '120101889', 'Pol2_peaks.bed']
[2096, 'chr12', '120105000', '120106999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5339, 'chr12', '120105737', '120105902', 'Pol2_peaks.bed']
[4214, 'chr11', '120107269', '120107752', 'Pol2_peaks.bed']
[3257, 'chr11', '120110200', '120111599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16910, 'chr2', '120122600', '120126799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11921, 'chr2', '120124232', '120124426', 'Pol2_peaks.bed']
[11922, 'chr2', '120124509', '120124662', 'Pol2_peaks.bed']
[3258, 'chr11', '120125800', '120127599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14745, 'chr4', '120131800', '120136199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15641, 'chr4', '120133395', '120133612', 'Pol2_peaks.bed']
[15642, 'chr4', '120133768', '120133950', 'Pol2_peaks.bed']
[15643, 'chr4', '120134217', '120134440', 'Pol2_peaks.bed']
[14545, 'chr3', '120136567', '120136682', 'Pol2_peaks.bed']
[15680, 'chr3', '120167400', '120172199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14546, 'chr3', '120169715', '120169886', 'Pol2_peaks.bed']
[20247, 'chr9', '120174000', '120178399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18825, 'chr1', '120185800', '120191799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16502, 'chr5', '120188060', '120188206', 'Pol2_peaks.bed']
[16911, 'chr2', '120188600', '120191199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1220, 'chr1', '120190861', '120191074', 'Pol2_peaks.bed']
[3259, 'chr11', '120195400', '120198799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4215, 'chr11', '120195984', '120196077', 'Pol2_peaks.bed']
[4216, 'chr11', '120196406', '120196510', 'Pol2_peaks.bed']
[14746, 'chr4', '120201000', '120201999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3260, 'chr11', '120205000', '120210999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18826, 'chr1', '120218000', '120218599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1221, 'chr1', '120218106', '120218216', 'Pol2_peaks.bed']
[21199, 'chr8', '120219000', '120223599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14747, 'chr4', '120219600', '120223199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20106, 'chr8', '120221529', '120221622', 'Pol2_peaks.bed']
[15644, 'chr4', '120221566', '120222102', 'Pol2_peaks.bed']
[5340, 'chr12', '120221636', '120221729', 'Pol2_peaks.bed']
[20107, 'chr8', '120221899', '120222043', 'Pol2_peaks.bed']
[15681, 'chr3', '120222400', '120223599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14547, 'chr3', '120223144', '120223404', 'Pol2_peaks.bed']
[2097, 'chr12', '120240400', '120242799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5341, 'chr12', '120241235', '120241399', 'Pol2_peaks.bed']
[18827, 'chr1', '120253600', '120259599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1222, 'chr1', '120254471', '120254683', 'Pol2_peaks.bed']
[1223, 'chr1', '120255353', '120255591', 'Pol2_peaks.bed']
[1224, 'chr1', '120256326', '120256432', 'Pol2_peaks.bed']
[15682, 'chr3', '120276800', '120281399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14548, 'chr3', '120278601', '120278706', 'Pol2_peaks.bed']
[16912, 'chr2', '120280400', '120282999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14549, 'chr3', '120286969', '120287062', 'Pol2_peaks.bed']
[16913, 'chr2', '120301000', '120303599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20825, 'chr9', '120311738', '120311831', 'Pol2_peaks.bed']
[2098, 'chr12', '120313800', '120316999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15683, 'chr3', '120314200', '120316799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5342, 'chr12', '120314723', '120314904', 'Pol2_peaks.bed']
[5343, 'chr12', '120314998', '120315174', 'Pol2_peaks.bed']
[14550, 'chr3', '120315087', '120315318', 'Pol2_peaks.bed']
[5344, 'chr12', '120315345', '120315468', 'Pol2_peaks.bed']
[14551, 'chr3', '120321720', '120321819', 'Pol2_peaks.bed']
[4164, 'chr10', '120353200', '120356799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14748, 'chr4', '120375200', '120377399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15645, 'chr4', '120375637', '120376093', 'Pol2_peaks.bed']
[3261, 'chr11', '120381600', '120383799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14552, 'chr3', '120397204', '120397386', 'Pol2_peaks.bed']
[2099, 'chr12', '120425400', '120429599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4217, 'chr11', '120426051', '120426146', 'Pol2_peaks.bed']
[21200, 'chr8', '120427600', '120429799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3262, 'chr11', '120434400', '120437199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16914, 'chr2', '120436400', '120438199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11923, 'chr2', '120436739', '120436912', 'Pol2_peaks.bed']
[15684, 'chr3', '120438000', '120438599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15685, 'chr3', '120460200', '120463999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14553, 'chr3', '120461160', '120461467', 'Pol2_peaks.bed']
[14554, 'chr3', '120461549', '120461730', 'Pol2_peaks.bed']
[11584, 'chr7', '120496400', '120499599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19180, 'chr7', '120497209', '120497302', 'Pol2_peaks.bed']
[19181, 'chr7', '120497712', '120497943', 'Pol2_peaks.bed']
[19182, 'chr7', '120498186', '120498315', 'Pol2_peaks.bed']
[4165, 'chr10', '120511800', '120515999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3073, 'chr10', '120513664', '120513962', 'Pol2_peaks.bed']
[3074, 'chr10', '120514334', '120514523', 'Pol2_peaks.bed']
[16915, 'chr2', '120516000', '120525599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11924, 'chr2', '120516995', '120517276', 'Pol2_peaks.bed']
[11925, 'chr2', '120517393', '120517769', 'Pol2_peaks.bed']
[2100, 'chr12', '120523800', '120525599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5345, 'chr12', '120524675', '120524844', 'Pol2_peaks.bed']
[5346, 'chr12', '120525144', '120525265', 'Pol2_peaks.bed']
[14749, 'chr4', '120547200', '120550999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15646, 'chr4', '120549729', '120549987', 'Pol2_peaks.bed']
[2101, 'chr12', '120552600', '120556999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3263, 'chr11', '120555000', '120555999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5347, 'chr12', '120556370', '120556485', 'Pol2_peaks.bed']
[11585, 'chr7', '120589400', '120592399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19183, 'chr7', '120590452', '120590615', 'Pol2_peaks.bed']
[19184, 'chr7', '120590783', '120591079', 'Pol2_peaks.bed']
[18828, 'chr1', '120610800', '120612399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11926, 'chr2', '120611522', '120611622', 'Pol2_peaks.bed']
[1225, 'chr1', '120612144', '120612243', 'Pol2_peaks.bed']
[15686, 'chr3', '120625800', '120630399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11586, 'chr7', '120628000', '120629199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2102, 'chr12', '120631000', '120635399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5348, 'chr12', '120632427', '120632578', 'Pol2_peaks.bed']
[5349, 'chr12', '120632910', '120633210', 'Pol2_peaks.bed']
[2103, 'chr12', '120636200', '120640399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5350, 'chr12', '120638791', '120639243', 'Pol2_peaks.bed']
[21201, 'chr8', '120650000', '120652999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11927, 'chr2', '120660605', '120660698', 'Pol2_peaks.bed']
[2104, 'chr12', '120666000', '120669399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5351, 'chr12', '120666680', '120666945', 'Pol2_peaks.bed']
[5352, 'chr12', '120668264', '120668406', 'Pol2_peaks.bed']
[21202, 'chr8', '120684400', '120685999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20108, 'chr8', '120685564', '120685765', 'Pol2_peaks.bed']
[2105, 'chr12', '120700600', '120704199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5353, 'chr12', '120703408', '120703514', 'Pol2_peaks.bed']
[2106, 'chr12', '120728600', '120731599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5354, 'chr12', '120729316', '120729879', 'Pol2_peaks.bed']
[5355, 'chr12', '120729937', '120730071', 'Pol2_peaks.bed']
[5356, 'chr12', '120730721', '120731134', 'Pol2_peaks.bed']
